Year,Week,Density,Station_ID,Species,station_week
1986,24,2046.035806,K42,DAPHNIA (DAPHNIA) PULICARIA,3
1986,24,2957.489501,K45,DAPHNIA (DAPHNIA) PULICARIA,3
1986,27,63.6,K45,CERIODAPHNIA SP.,3
1986,27,190.8,K45,CHYDORUS SPHAERICUS,3
1986,27,572.5,K45,EUBOSMINA (EUBOSMINA) COREGONI,3
1986,27,699.7,K45,BOSMINA (BOSMINA) LONGIROSTRIS,3
1986,27,63.6,K45,LEPTODIAPTOMUS MINUTUS,3
1986,27,63.6,K45,SKISTODIAPTOMUS OREGONENSIS,3
1986,27,1272.3,K45,DIACYCLOPS BICUSPIDATUS THOMASI,3
1986,27,190.8,K45,MESOCYCLOPS EDAX,3
1986,27,228.9901534,C9,DAPHNIA (DAPHNIA) RETROCURVA,3
1986,27,5129.426334,C9,EUBOSMINA (EUBOSMINA) COREGONI,3
1986,27,2407.689912,C9,BOSMINA (BOSMINA) LONGIROSTRIS,3
1986,27,942.1395308,C9,LEPTODIAPTOMUS MINUTUS,3
1986,27,137.3940921,C9,SKISTODIAPTOMUS OREGONENSIS,3
1986,27,45.79803068,C9,EPISCHURA LACUSTRIS,3
1986,27,2198.325572,C9,DIACYCLOPS BICUSPIDATUS THOMASI,3
1986,27,137.3940921,C9,MESOCYCLOPS EDAX,3
1986,27,52.72871078,K42,CHYDORUS SPHAERICUS,3
1986,27,1757.623693,K42,EUBOSMINA (EUBOSMINA) COREGONI,3
1986,27,1476.403902,K42,BOSMINA (BOSMINA) LONGIROSTRIS,3
1986,27,52.72871078,K42,LEPTODIAPTOMUS MINUTUS,3
1986,27,52.72871078,K42,LEPTODIAPTOMUS SICILIS,3
1986,27,2390.368222,K42,DIACYCLOPS BICUSPIDATUS THOMASI,3
1986,27,421.8296863,K42,MESOCYCLOPS EDAX,3
1986,27,6804.341056,C9,DAPHNIA (DAPHNIA) PULICARIA,3
1986,27,5413.480974,K42,DAPHNIA (DAPHNIA) PULICARIA,3
1986,27,2926.2,K45,DAPHNIA (DAPHNIA) PULICARIA,3
1986,30,1379.310345,C9,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1986,30,567.9513185,C9,DAPHNIA (DAPHNIA) RETROCURVA,3
1986,30,6977.687627,C9,EUBOSMINA (EUBOSMINA) COREGONI,3
1986,30,405.6795132,C9,BOSMINA (BOSMINA) LONGIROSTRIS,3
1986,30,405.6795132,C9,LEPTODIAPTOMUS MINUTUS,3
1986,30,162.2718053,C9,SKISTODIAPTOMUS OREGONENSIS,3
1986,30,81.13590264,C9,DIACYCLOPS BICUSPIDATUS THOMASI,3
1986,30,2109.533469,C9,MESOCYCLOPS EDAX,3
1986,30,56,K45,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1986,30,112,K45,DAPHNIA (DAPHNIA) RETROCURVA,3
1986,30,1343.8,K45,EUBOSMINA (EUBOSMINA) COREGONI,3
1986,30,2015.7,K45,BOSMINA (BOSMINA) LONGIROSTRIS,3
1986,30,168,K45,LEPTODIAPTOMUS MINUTUS,3
1986,30,56,K45,SKISTODIAPTOMUS OREGONENSIS,3
1986,30,671.9,K45,DIACYCLOPS BICUSPIDATUS THOMASI,3
1986,30,224,K45,MESOCYCLOPS EDAX,3
1986,30,34.21515739,K42,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1986,30,1322.992701,K42,EUBOSMINA (EUBOSMINA) COREGONI,3
1986,30,68.43031478,K42,HOLOPEDIUM GIBBERUM,3
1986,30,2463.50365,K42,BOSMINA (BOSMINA) LONGIROSTRIS,3
1986,30,171.075787,K42,LEPTODIAPTOMUS MINUTUS,3
1986,30,34.21515739,K42,EPISCHURA LACUSTRIS,3
1986,30,1961.678832,K42,DIACYCLOPS BICUSPIDATUS THOMASI,3
1986,30,273.7226277,K42,MESOCYCLOPS EDAX,3
1986,30,5111.561866,C9,DAPHNIA (DAPHNIA) PULICARIA,3
1986,30,1186.131387,K42,DAPHNIA (DAPHNIA) PULICARIA,3
1986,30,1119.8,K45,DAPHNIA (DAPHNIA) PULICARIA,3
1986,32,405.7,C9,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1986,32,1521.3,C9,DAPHNIA (DAPHNIA) RETROCURVA,3
1986,32,2535.5,C9,EUBOSMINA (EUBOSMINA) COREGONI,3
1986,32,101.4,C9,LEPTODORA KINDTII,3
1986,32,1622.7,C9,BOSMINA (BOSMINA) LONGIROSTRIS,3
1986,32,1014.2,C9,LEPTODIAPTOMUS MINUTUS,3
1986,32,202.8,C9,SKISTODIAPTOMUS OREGONENSIS,3
1986,32,608.5,C9,DIACYCLOPS BICUSPIDATUS THOMASI,3
1986,32,1014.2,C9,MESOCYCLOPS EDAX,3
1986,32,14.8,K42,CHYDORUS SPHAERICUS,3
1986,32,73.8,K42,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1986,32,103.3,K42,DAPHNIA (DAPHNIA) RETROCURVA,3
1986,32,309.8,K42,EUBOSMINA (EUBOSMINA) COREGONI,3
1986,32,501.6,K42,BOSMINA (BOSMINA) LONGIROSTRIS,3
1986,32,29.5,K42,LEPTODIAPTOMUS MINUTUS,3
1986,32,103.3,K42,DIACYCLOPS BICUSPIDATUS THOMASI,3
1986,32,44.3,K42,MESOCYCLOPS EDAX,3
1986,32,447.9,K45,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1986,32,410.6,K45,DAPHNIA (DAPHNIA) RETROCURVA,3
1986,32,783.9,K45,EUBOSMINA (EUBOSMINA) COREGONI,3
1986,32,37.3,K45,HOLOPEDIUM GIBBERUM,3
1986,32,1082.5,K45,BOSMINA (BOSMINA) LONGIROSTRIS,3
1986,32,149.3,K45,LEPTODIAPTOMUS MINUTUS,3
1986,32,149.3,K45,SKISTODIAPTOMUS OREGONENSIS,3
1986,32,37.3,K45,EPISCHURA LACUSTRIS,3
1986,32,224,K45,DIACYCLOPS BICUSPIDATUS THOMASI,3
1986,32,224,K45,MESOCYCLOPS EDAX,3
1986,32,507.1,C9,DAPHNIA (DAPHNIA) PULICARIA,3
1986,32,88.5,K42,DAPHNIA (DAPHNIA) PULICARIA,3
1986,32,858.5,K45,DAPHNIA (DAPHNIA) PULICARIA,3
1986,34,306.1530643,C9,BOSMINA (BOSMINA) LONGIROSTRIS,3
1986,34,5663.831689,C9,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1986,34,1530.765321,C9,DAPHNIA (DAPHNIA) RETROCURVA,3
1986,34,1683.841854,C9,EUBOSMINA (EUBOSMINA) COREGONI,3
1986,34,306.1530643,C9,DIAPHANOSOMA BIRGEI,3
1986,34,153.0765321,C9,LEPTODIAPTOMUS MINUTUS,3
1986,34,153.0765321,C9,SKISTODIAPTOMUS OREGONENSIS,3
1986,34,153.0765321,C9,DIACYCLOPS BICUSPIDATUS THOMASI,3
1986,34,918.4591929,C9,MESOCYCLOPS EDAX,3
1986,34,153.0765321,C9,TROPOCYCLOPS PRASINUS PRASINUS,3
1986,34,375.9332543,K42,BOSMINA (BOSMINA) LONGIROSTRIS,3
1986,34,125.3110848,K42,CERIODAPHNIA SP.,3
1986,34,125.3110848,K42,CHYDORUS SPHAERICUS,3
1986,34,2756.843865,K42,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1986,34,501.2443391,K42,DAPHNIA (DAPHNIA) RETROCURVA,3
1986,34,125.3110848,K42,EUBOSMINA (EUBOSMINA) COREGONI,3
1986,34,501.2443391,K42,LEPTODIAPTOMUS MINUTUS,3
1986,34,125.3110848,K42,SKISTODIAPTOMUS OREGONENSIS,3
1986,34,125.3110848,K42,DIACYCLOPS BICUSPIDATUS THOMASI,3
1986,34,751.8665086,K42,MESOCYCLOPS EDAX,3
1986,34,250.6221695,K42,TROPOCYCLOPS PRASINUS PRASINUS,3
1986,34,1613.309806,K45,BOSMINA (BOSMINA) LONGIROSTRIS,3
1986,34,941.0973868,K45,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1986,34,268.8849676,K45,DAPHNIA (DAPHNIA) RETROCURVA,3
1986,34,403.3274515,K45,EUBOSMINA (EUBOSMINA) COREGONI,3
1986,34,268.8849676,K45,SKISTODIAPTOMUS OREGONENSIS,3
1986,34,537.7699353,K45,DIACYCLOPS BICUSPIDATUS THOMASI,3
1986,34,134.4424838,K45,MESOCYCLOPS EDAX,3
1986,34,918.4591929,C9,DAPHNIA (DAPHNIA) PULICARIA,3
1986,34,375.9332543,K42,DAPHNIA (DAPHNIA) PULICARIA,3
1986,34,537.7699353,K45,DAPHNIA (DAPHNIA) PULICARIA,3
1986,36,358.3443345,C9,BOSMINA (BOSMINA) LONGIROSTRIS,3
1986,36,11287.84654,C9,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1986,36,1433.377338,C9,DAPHNIA (DAPHNIA) RETROCURVA,3
1986,36,1970.89384,C9,EUBOSMINA (EUBOSMINA) COREGONI,3
1986,36,358.3443345,C9,HOLOPEDIUM GIBBERUM,3
1986,36,537.5165018,C9,DIAPHANOSOMA BIRGEI,3
1986,36,358.3443345,C9,LEPTODIAPTOMUS MINUTUS,3
1986,36,179.1721673,C9,SKISTODIAPTOMUS OREGONENSIS,3
1986,36,179.1721673,C9,EPISCHURA LACUSTRIS,3
1986,36,358.3443345,C9,DIACYCLOPS BICUSPIDATUS THOMASI,3
1986,36,358.3443345,C9,MESOCYCLOPS EDAX,3
1986,36,613.0268199,K42,BOSMINA (BOSMINA) LONGIROSTRIS,3
1986,36,122.605364,K42,CHYDORUS SPHAERICUS,3
1986,36,1348.659004,K42,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1986,36,490.4214559,K42,EUBOSMINA (EUBOSMINA) COREGONI,3
1986,36,122.605364,K42,HOLOPEDIUM GIBBERUM,3
1986,36,122.605364,K42,LEPTODIAPTOMUS MINUTUS,3
1986,36,613.0268199,K42,DIACYCLOPS BICUSPIDATUS THOMASI,3
1986,36,735.6321839,K42,MESOCYCLOPS EDAX,3
1986,36,122.605364,K42,TROPOCYCLOPS PRASINUS PRASINUS,3
1986,36,1204.159825,K45,BOSMINA (BOSMINA) LONGIROSTRIS,3
1986,36,1970.44335,K45,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1986,36,218.93815,K45,DAPHNIA (DAPHNIA) RETROCURVA,3
1986,36,656.8144499,K45,EUBOSMINA (EUBOSMINA) COREGONI,3
1986,36,328.407225,K45,DIAPHANOSOMA BIRGEI,3
1986,36,218.93815,K45,LEPTODIAPTOMUS MINUTUS,3
1986,36,875.7525999,K45,DIACYCLOPS BICUSPIDATUS THOMASI,3
1986,36,437.8762999,K45,MESOCYCLOPS EDAX,3
1986,36,109.469075,K45,TROPOCYCLOPS PRASINUS PRASINUS,3
1986,36,537.5165018,C9,DAPHNIA (DAPHNIA) PULICARIA,3
1986,36,490.4214559,K42,DAPHNIA (DAPHNIA) PULICARIA,3
1986,36,328.407225,K45,DAPHNIA (DAPHNIA) PULICARIA,3
1986,38,1108.374384,C9,BOSMINA (BOSMINA) LONGIROSTRIS,3
1986,38,123.1527094,C9,CERIODAPHNIA SP.,3
1986,38,123.1527094,C9,CHYDORUS SPHAERICUS,3
1986,38,615.7635468,C9,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1986,38,492.6108374,C9,DAPHNIA (DAPHNIA) RETROCURVA,3
1986,38,1477.832512,C9,EUBOSMINA (EUBOSMINA) COREGONI,3
1986,38,985.2216749,C9,DIAPHANOSOMA BIRGEI,3
1986,38,123.1527094,C9,DAPHNIA SP.,3
1986,38,492.6108374,C9,SKISTODIAPTOMUS OREGONENSIS,3
1986,38,492.6108374,C9,DIACYCLOPS BICUSPIDATUS THOMASI,3
1986,38,123.1527094,C9,ACANTHOCYCLOPS VERNALIS COMPLEX,3
1986,38,123.1527094,C9,MESOCYCLOPS EDAX,3
1986,38,246.3054187,C9,TROPOCYCLOPS PRASINUS PRASINUS,3
1986,38,1793.820977,K42,BOSMINA (BOSMINA) LONGIROSTRIS,3
1986,38,2069.793435,K42,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1986,38,137.986229,K42,DAPHNIA (DAPHNIA) RETROCURVA,3
1986,38,275.9724579,K42,EUBOSMINA (EUBOSMINA) COREGONI,3
1986,38,137.986229,K42,HOLOPEDIUM GIBBERUM,3
1986,38,137.986229,K42,DIAPHANOSOMA BIRGEI,3
1986,38,275.9724579,K42,SKISTODIAPTOMUS OREGONENSIS,3
1986,38,1379.86229,K42,DIACYCLOPS BICUSPIDATUS THOMASI,3
1986,38,965.9036028,K42,MESOCYCLOPS EDAX,3
1986,38,137.986229,K42,TROPOCYCLOPS PRASINUS PRASINUS,3
1986,38,492.7234599,K45,BOSMINA (BOSMINA) LONGIROSTRIS,3
1986,38,2956.34076,K45,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1986,38,246.36173,K45,EUBOSMINA (EUBOSMINA) COREGONI,3
1986,38,369.542595,K45,HOLOPEDIUM GIBBERUM,3
1986,38,246.36173,K45,DIAPHANOSOMA BIRGEI,3
1986,38,369.542595,K45,SKISTODIAPTOMUS OREGONENSIS,3
1986,38,862.2660549,K45,DIACYCLOPS BICUSPIDATUS THOMASI,3
1986,38,246.36173,K45,MESOCYCLOPS EDAX,3
1986,38,246.36173,K45,DAPHNIA (DAPHNIA) PULICARIA,3
1986,40,1879.699248,C9,BOSMINA (BOSMINA) LONGIROSTRIS,3
1986,40,125.3132832,C9,CHYDORUS SPHAERICUS,3
1986,40,2005.012531,C9,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1986,40,626.566416,C9,DAPHNIA (DAPHNIA) RETROCURVA,3
1986,40,626.566416,C9,EUBOSMINA (EUBOSMINA) COREGONI,3
1986,40,501.2531328,C9,DIAPHANOSOMA BIRGEI,3
1986,40,1002.506266,C9,SKISTODIAPTOMUS OREGONENSIS,3
1986,40,751.8796992,C9,DIACYCLOPS BICUSPIDATUS THOMASI,3
1986,40,125.3132832,C9,MESOCYCLOPS EDAX,3
1986,40,250.6265664,C9,TROPOCYCLOPS PRASINUS PRASINUS,3
1986,40,1270.417423,K42,BOSMINA (BOSMINA) LONGIROSTRIS,3
1986,40,90.74410163,K42,CERIODAPHNIA SP.,3
1986,40,907.4410163,K42,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1986,40,90.74410163,K42,DAPHNIA (DAPHNIA) RETROCURVA,3
1986,40,635.2087114,K42,EUBOSMINA (EUBOSMINA) COREGONI,3
1986,40,90.74410163,K42,DIAPHANOSOMA BIRGEI,3
1986,40,272.2323049,K42,SKISTODIAPTOMUS OREGONENSIS,3
1986,40,1270.417423,K42,DIACYCLOPS BICUSPIDATUS THOMASI,3
1986,40,272.2323049,K42,MESOCYCLOPS EDAX,3
1986,40,181.4882033,K42,TROPOCYCLOPS PRASINUS PRASINUS,3
1986,40,1910.455061,K45,BOSMINA (BOSMINA) LONGIROSTRIS,3
1986,40,2149.261943,K45,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1986,40,358.2103239,K45,DAPHNIA (DAPHNIA) RETROCURVA,3
1986,40,716.4206478,K45,EUBOSMINA (EUBOSMINA) COREGONI,3
1986,40,477.6137652,K45,DIAPHANOSOMA BIRGEI,3
1986,40,238.8068826,K45,LEPTODIAPTOMUS MINUTUS,3
1986,40,238.8068826,K45,SKISTODIAPTOMUS OREGONENSIS,3
1986,40,119.4034413,K45,EPISCHURA LACUSTRIS,3
1986,40,119.4034413,K45,EPISCHURA LACUSTRIS COPEPODID,3
1986,40,835.8240891,K45,DIACYCLOPS BICUSPIDATUS THOMASI,3
1986,40,238.8068826,K45,MESOCYCLOPS EDAX,3
1986,40,119.4034413,K45,TROPOCYCLOPS PRASINUS PRASINUS,3
1986,40,125.3132832,C9,DAPHNIA (DAPHNIA) PULICARIA,3
1987,20,316.9500982,K42,BOSMINA (BOSMINA) LONGIROSTRIS,3
1987,20,633.9001965,K42,CHYDORUS SPHAERICUS,3
1987,20,2852.550884,K42,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1987,20,316.9500982,K42,DAPHNIA (DAPHNIA) RETROCURVA,3
1987,20,1584.750491,K42,EUBOSMINA (EUBOSMINA) COREGONI,3
1987,20,316.9500982,K42,LEPTODIAPTOMUS MINUTUS,3
1987,20,633.9001965,K42,LEPTODIAPTOMUS SICILIS,3
1987,20,1267.800393,K42,DIACYCLOPS BICUSPIDATUS THOMASI,3
1987,20,2182.572161,K45,BOSMINA (BOSMINA) LONGIROSTRIS,3
1987,20,436.5144323,K45,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1987,20,2182.572161,K45,EUBOSMINA (EUBOSMINA) COREGONI,3
1987,20,1309.543297,K45,LEPTODIAPTOMUS MINUTUS,3
1987,20,1309.543297,K45,LEPTODIAPTOMUS SICILIS,3
1987,20,1746.057729,K45,DIACYCLOPS BICUSPIDATUS THOMASI,3
1987,20,58.9066918,C9,CHYDORUS SPHAERICUS,3
1987,20,58.9066918,C9,DAPHNIA (DAPHNIA) CATAWBA,3
1987,20,206.1734213,C9,DAPHNIA (DAPHNIA) RETROCURVA,3
1987,20,2262.026013,C9,EUBOSMINA (EUBOSMINA) COREGONI,3
1987,20,29.4533459,C9,DAPHNIA SP.,3
1987,20,6644.701414,C9,BOSMINA (BOSMINA) LONGIROSTRIS,3
1987,20,29.4533459,C9,LEPTODIAPTOMUS MINUTUS,3
1987,20,58.9066918,C9,SKISTODIAPTOMUS OREGONENSIS,3
1987,20,88.3600377,C9,LEPTODIAPTOMUS SICILIS,3
1987,20,589.066918,C9,DIACYCLOPS BICUSPIDATUS THOMASI,3
1987,20,176.7200754,C9,MESOCYCLOPS EDAX,3
1987,20,29.4533459,C9,TROPOCYCLOPS PRASINUS PRASINUS,3
1987,20,2218.650688,K42,DAPHNIA (DAPHNIA) PULICARIA,3
1987,20,58.9066918,C9,DAPHNIA (DAPHNIA) PULICARIA,3
1987,22,3136.647991,K42,BOSMINA (BOSMINA) LONGIROSTRIS,3
1987,22,1176.242997,K42,CHYDORUS SPHAERICUS,3
1987,22,1176.242997,K42,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1987,22,1176.242997,K42,EUBOSMINA (EUBOSMINA) COREGONI,3
1987,22,784.1619978,K42,LEPTODIAPTOMUS MINUTUS,3
1987,22,392.0809989,K42,LEPTODIAPTOMUS SICILIS,3
1987,22,1176.242997,K42,DIACYCLOPS BICUSPIDATUS THOMASI,3
1987,22,2558.600327,K45,BOSMINA (BOSMINA) LONGIROSTRIS,3
1987,22,1279.300163,K45,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1987,22,2558.600327,K45,EUBOSMINA (EUBOSMINA) COREGONI,3
1987,22,1279.300163,K45,LEPTODIAPTOMUS MINUTUS,3
1987,22,255.8600327,K45,LEPTODIAPTOMUS SICILIS,3
1987,22,1535.160196,K45,DIACYCLOPS BICUSPIDATUS THOMASI,3
1987,22,255.8600327,K45,MESOCYCLOPS EDAX,3
1987,22,23760.14911,C9,BOSMINA (BOSMINA) LONGIROSTRIS,3
1987,22,805.4287833,C9,CHYDORUS SPHAERICUS,3
1987,22,805.4287833,C9,DAPHNIA (DAPHNIA) RETROCURVA,3
1987,22,1610.857567,C9,EUBOSMINA (EUBOSMINA) COREGONI,3
1987,22,805.4287833,C9,LEPTODIAPTOMUS SICILIS,3
1987,22,2013.571958,C9,DIACYCLOPS BICUSPIDATUS THOMASI,3
1987,22,402.7143917,C9,MESOCYCLOPS EDAX,3
1987,22,3136.647991,K42,DAPHNIA (DAPHNIA) PULICARIA,3
1987,22,2558.600327,K45,DAPHNIA (DAPHNIA) PULICARIA,3
1987,24,6907.371288,K42,BOSMINA (BOSMINA) LONGIROSTRIS,3
1987,24,2806.119586,K42,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1987,24,215.8553527,K42,DAPHNIA (DAPHNIA) RETROCURVA,3
1987,24,3453.685644,K42,EUBOSMINA (EUBOSMINA) COREGONI,3
1987,24,215.8553527,K42,HOLOPEDIUM GIBBERUM,3
1987,24,3237.830291,K42,DIACYCLOPS BICUSPIDATUS THOMASI,3
1987,24,431.7107055,K42,MESOCYCLOPS EDAX,3
1987,24,20260.12554,K45,BOSMINA (BOSMINA) LONGIROSTRIS,3
1987,24,3256.091605,K45,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1987,24,361.7879561,K45,DAPHNIA (DAPHNIA) RETROCURVA,3
1987,24,6873.971165,K45,EUBOSMINA (EUBOSMINA) COREGONI,3
1987,24,723.5759122,K45,LEPTODIAPTOMUS MINUTUS,3
1987,24,361.7879561,K45,SKISTODIAPTOMUS OREGONENSIS,3
1987,24,361.7879561,K45,LEPTODIAPTOMUS SICILIS,3
1987,24,3256.091605,K45,DIACYCLOPS BICUSPIDATUS THOMASI,3
1987,24,34105.2488,C9,BOSMINA (BOSMINA) LONGIROSTRIS,3
1987,24,9408.344496,C9,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1987,24,588.021531,C9,DAPHNIA (HYALODAPHNIA) LONGIREMIS,3
1987,24,6468.236841,C9,DAPHNIA (DAPHNIA) RETROCURVA,3
1987,24,14700.53827,C9,EUBOSMINA (EUBOSMINA) COREGONI,3
1987,24,588.021531,C9,LEPTODIAPTOMUS MINUTUS,3
1987,24,2352.086124,C9,MESOCYCLOPS EDAX,3
1987,24,2374.40888,K42,DAPHNIA (DAPHNIA) PULICARIA,3
1987,24,2532.515693,K45,DAPHNIA (DAPHNIA) PULICARIA,3
1987,24,3528.129186,C9,DAPHNIA (DAPHNIA) PULICARIA,3
1987,27,55979.88307,C9,BOSMINA (BOSMINA) LONGIROSTRIS,3
1987,27,5801.605802,C9,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1987,27,1657.601658,C9,DAPHNIA (DAPHNIA) RETROCURVA,3
1987,27,1243.201243,C9,EUBOSMINA (EUBOSMINA) COREGONI,3
1987,27,414.4004144,C9,LEPTODIAPTOMUS MINUTUS,3
1987,27,2486.402486,C9,DIACYCLOPS BICUSPIDATUS THOMASI,3
1987,27,2486.402486,C9,MESOCYCLOPS EDAX,3
1987,27,4064.77297,K42,BOSMINA (BOSMINA) LONGIROSTRIS,3
1987,27,451.6414411,K42,CHYDORUS SPHAERICUS,3
1987,27,4516.414411,K42,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1987,27,1580.745044,K42,DAPHNIA (DAPHNIA) RETROCURVA,3
1987,27,1580.745044,K42,EUBOSMINA (EUBOSMINA) COREGONI,3
1987,27,677.4621617,K42,DIACYCLOPS BICUSPIDATUS THOMASI,3
1987,27,225.8207206,K42,MESOCYCLOPS EDAX,3
1987,27,10569.58052,K45,BOSMINA (BOSMINA) LONGIROSTRIS,3
1987,27,8249.428695,K45,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,3
1987,27,1031.178587,K45,EUBOSMINA (EUBOSMINA) COREGONI,3
1987,27,1031.178587,K45,LEPTODIAPTOMUS MINUTUS,3
1987,27,515.5892934,K45,DIACYCLOPS BICUSPIDATUS THOMASI,3
1987,27,2900.802901,C9,DAPHNIA (DAPHNIA) PULICARIA,3
1987,27,1806.565765,K42,DAPHNIA (DAPHNIA) PULICARIA,3
1987,27,3609.125054,K45,DAPHNIA (DAPHNIA) PULICARIA,3
1987,29,1411.983646,C9,BOSMINA (BOSMINA) LONGIROSTRIS,3
