Year,Week,Density,Station_ID,Species,station_week
1986,21,376.1095231,K42,LEPTODIAPTOMUS SICILIS,5
1986,21,451.3314277,K42,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,21,248.447205,K45,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,21,1366.459627,K45,LEPTODIAPTOMUS SICILIS,5
1986,21,372.6708075,K45,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,21,124.2236025,K45,TROPOCYCLOPS PRASINUS PRASINUS,5
1986,21,167.539267,S15,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,21,335.078534,S15,LEPTODIAPTOMUS MINUTUS,5
1986,21,1005.235602,S15,LEPTODIAPTOMUS SICILIS,5
1986,21,1005.235602,S15,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,21,167.539267,S15,TROPOCYCLOPS PRASINUS PRASINUS,5
1986,24,3618.711386,C6,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,24,176.5225066,C6,CHYDORUS SPHAERICUS,5
1986,24,264.7837599,C6,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,24,706.0900265,C6,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,24,264.7837599,C6,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,24,88.26125331,C6,ACANTHOCYCLOPS VERNALIS COMPLEX,5
1986,24,88.26125331,C6,MESOCYCLOPS EDAX,5
1986,24,1096.516276,C9,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,24,91.37635637,C9,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,24,456.8817818,C9,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,24,913.7635637,C9,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,24,182.7527127,C9,LEPTODIAPTOMUS MINUTUS,5
1986,24,91.37635637,C9,LEPTODIAPTOMUS SICILIS,5
1986,24,91.37635637,C9,EPISCHURA LACUSTRIS COPEPODID,5
1986,24,91.37635637,C9,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,24,91.37635637,C9,MESOCYCLOPS EDAX,5
1986,24,127.8772379,K42,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,24,127.8772379,K42,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,24,191.8158568,K42,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,24,113.7495962,K45,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,24,227.4991924,K45,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,24,113.7495962,K45,LEPTODIAPTOMUS SICILIS,5
1986,24,227.4991924,K45,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,24,286.1599048,S15,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,24,763.0930795,S15,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,24,286.1599048,S15,LEPTODIAPTOMUS SICILIS,5
1986,24,381.5465398,S15,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,24,286.1599048,S15,MESOCYCLOPS EDAX,5
1986,24,95.38663494,S15,TROPOCYCLOPS PRASINUS PRASINUS,5
1986,27,1805.1,C6,CERIODAPHNIA LACUSTRIS,5
1986,27,1083,C6,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,27,12996.4,C6,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,27,7581.2,C6,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,27,22382.7,C6,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,27,361,C6,LEPTODIAPTOMUS MINUTUS,5
1986,27,722,C6,SKISTODIAPTOMUS OREGONENSIS,5
1986,27,1805.1,C6,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,27,722,C6,MESOCYCLOPS EDAX,5
1986,27,63.6,K45,CERIODAPHNIA SP.,5
1986,27,190.8,K45,CHYDORUS SPHAERICUS,5
1986,27,572.5,K45,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,27,699.7,K45,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,27,63.6,K45,LEPTODIAPTOMUS MINUTUS,5
1986,27,63.6,K45,SKISTODIAPTOMUS OREGONENSIS,5
1986,27,1272.3,K45,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,27,190.8,K45,MESOCYCLOPS EDAX,5
1986,27,2959.9,S15,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,27,1151.1,S15,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,27,328.9,S15,LEPTODIAPTOMUS MINUTUS,5
1986,27,164.4,S15,SKISTODIAPTOMUS OREGONENSIS,5
1986,27,822.2,S15,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,27,164.4,S15,ACANTHOCYCLOPS VERNALIS COMPLEX,5
1986,27,164.4,S15,MESOCYCLOPS EDAX,5
1986,27,228.9901534,C9,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,27,5129.426334,C9,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,27,2407.689912,C9,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,27,942.1395308,C9,LEPTODIAPTOMUS MINUTUS,5
1986,27,137.3940921,C9,SKISTODIAPTOMUS OREGONENSIS,5
1986,27,45.79803068,C9,EPISCHURA LACUSTRIS,5
1986,27,2198.325572,C9,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,27,137.3940921,C9,MESOCYCLOPS EDAX,5
1986,27,52.72871078,K42,CHYDORUS SPHAERICUS,5
1986,27,1757.623693,K42,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,27,1476.403902,K42,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,27,52.72871078,K42,LEPTODIAPTOMUS MINUTUS,5
1986,27,52.72871078,K42,LEPTODIAPTOMUS SICILIS,5
1986,27,2390.368222,K42,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,27,421.8296863,K42,MESOCYCLOPS EDAX,5
1986,32,434,C6,CERIODAPHNIA LACUSTRIS,5
1986,32,2386.8,C6,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,32,7160.3,C6,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,32,10198,C6,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,32,434,C6,DIAPHANOSOMA BIRGEI,5
1986,32,1084.9,C6,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,32,867.9,C6,LEPTODIAPTOMUS MINUTUS,5
1986,32,867.9,C6,SKISTODIAPTOMUS OREGONENSIS,5
1986,32,4990.5,C6,MESOCYCLOPS EDAX,5
1986,32,405.7,C9,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,32,1521.3,C9,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,32,2535.5,C9,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,32,101.4,C9,LEPTODORA KINDTII,5
1986,32,1622.7,C9,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,32,1014.2,C9,LEPTODIAPTOMUS MINUTUS,5
1986,32,202.8,C9,SKISTODIAPTOMUS OREGONENSIS,5
1986,32,608.5,C9,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,32,1014.2,C9,MESOCYCLOPS EDAX,5
1986,32,14.8,K42,CHYDORUS SPHAERICUS,5
1986,32,73.8,K42,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,32,103.3,K42,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,32,309.8,K42,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,32,501.6,K42,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,32,29.5,K42,LEPTODIAPTOMUS MINUTUS,5
1986,32,103.3,K42,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,32,44.3,K42,MESOCYCLOPS EDAX,5
1986,32,447.9,K45,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,32,410.6,K45,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,32,783.9,K45,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,32,37.3,K45,HOLOPEDIUM GIBBERUM,5
1986,32,1082.5,K45,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,32,149.3,K45,LEPTODIAPTOMUS MINUTUS,5
1986,32,149.3,K45,SKISTODIAPTOMUS OREGONENSIS,5
1986,32,37.3,K45,EPISCHURA LACUSTRIS,5
1986,32,224,K45,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,32,224,K45,MESOCYCLOPS EDAX,5
1986,32,181.5,S15,CERIODAPHNIA LACUSTRIS,5
1986,32,816.7,S15,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,32,363,S15,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,32,1633.4,S15,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,32,1724.1,S15,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,32,726,S15,LEPTODIAPTOMUS MINUTUS,5
1986,32,181.5,S15,SKISTODIAPTOMUS OREGONENSIS,5
1986,32,90.7,S15,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,32,907.4,S15,MESOCYCLOPS EDAX,5
1986,32,181.5,S15,TROPOCYCLOPS PRASINUS PRASINUS,5
1986,34,246.3300517,C6,CERIODAPHNIA SP.,5
1986,34,11577.51243,C6,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,34,10592.19222,C6,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,34,1477.98031,C6,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,34,492.6601034,C6,HOLOPEDIUM GIBBERUM,5
1986,34,492.6601034,C6,DIAPHANOSOMA BIRGEI,5
1986,34,1724.310362,C6,LEPTODIAPTOMUS MINUTUS,5
1986,34,738.9901552,C6,MESOCYCLOPS EDAX,5
1986,34,306.1530643,C9,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,34,5663.831689,C9,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,34,1530.765321,C9,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,34,1683.841854,C9,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,34,306.1530643,C9,DIAPHANOSOMA BIRGEI,5
1986,34,153.0765321,C9,LEPTODIAPTOMUS MINUTUS,5
1986,34,153.0765321,C9,SKISTODIAPTOMUS OREGONENSIS,5
1986,34,153.0765321,C9,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,34,918.4591929,C9,MESOCYCLOPS EDAX,5
1986,34,153.0765321,C9,TROPOCYCLOPS PRASINUS PRASINUS,5
1986,34,375.9332543,K42,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,34,125.3110848,K42,CERIODAPHNIA SP.,5
1986,34,125.3110848,K42,CHYDORUS SPHAERICUS,5
1986,34,2756.843865,K42,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,34,501.2443391,K42,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,34,125.3110848,K42,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,34,501.2443391,K42,LEPTODIAPTOMUS MINUTUS,5
1986,34,125.3110848,K42,SKISTODIAPTOMUS OREGONENSIS,5
1986,34,125.3110848,K42,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,34,751.8665086,K42,MESOCYCLOPS EDAX,5
1986,34,250.6221695,K42,TROPOCYCLOPS PRASINUS PRASINUS,5
1986,34,1613.309806,K45,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,34,941.0973868,K45,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,34,268.8849676,K45,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,34,403.3274515,K45,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,34,268.8849676,K45,SKISTODIAPTOMUS OREGONENSIS,5
1986,34,537.7699353,K45,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,34,134.4424838,K45,MESOCYCLOPS EDAX,5
1986,34,1032.213313,S15,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,34,3303.082602,S15,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,34,206.4426626,S15,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,34,928.9919818,S15,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,34,103.2213313,S15,HOLOPEDIUM GIBBERUM,5
1986,34,206.4426626,S15,DIAPHANOSOMA BIRGEI,5
1986,34,619.3279878,S15,LEPTODIAPTOMUS MINUTUS,5
1986,34,103.2213313,S15,EPISCHURA LACUSTRIS,5
1986,34,619.3279878,S15,MESOCYCLOPS EDAX,5
1986,36,369.4950776,C6,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,36,10345.86217,C6,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,36,2401.718004,C6,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,36,2401.718004,C6,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,36,738.9901552,C6,HOLOPEDIUM GIBBERUM,5
1986,36,1847.475388,C6,DIAPHANOSOMA BIRGEI,5
1986,36,554.2426164,C6,LEPTODIAPTOMUS MINUTUS,5
1986,36,1108.485233,C6,SKISTODIAPTOMUS OREGONENSIS,5
1986,36,554.2426164,C6,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,36,184.7475388,C6,ACANTHOCYCLOPS VERNALIS COMPLEX,5
1986,36,1293.232772,C6,MESOCYCLOPS EDAX,5
1986,36,184.7475388,C6,TROPOCYCLOPS PRASINUS PRASINUS,5
1986,36,358.3443345,C9,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,36,11287.84654,C9,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,36,1433.377338,C9,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,36,1970.89384,C9,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,36,358.3443345,C9,HOLOPEDIUM GIBBERUM,5
1986,36,537.5165018,C9,DIAPHANOSOMA BIRGEI,5
1986,36,358.3443345,C9,LEPTODIAPTOMUS MINUTUS,5
1986,36,179.1721673,C9,SKISTODIAPTOMUS OREGONENSIS,5
1986,36,179.1721673,C9,EPISCHURA LACUSTRIS,5
1986,36,358.3443345,C9,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,36,358.3443345,C9,MESOCYCLOPS EDAX,5
1986,36,613.0268199,K42,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,36,122.605364,K42,CHYDORUS SPHAERICUS,5
1986,36,1348.659004,K42,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,36,490.4214559,K42,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,36,122.605364,K42,HOLOPEDIUM GIBBERUM,5
1986,36,122.605364,K42,LEPTODIAPTOMUS MINUTUS,5
1986,36,613.0268199,K42,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,36,735.6321839,K42,MESOCYCLOPS EDAX,5
1986,36,122.605364,K42,TROPOCYCLOPS PRASINUS PRASINUS,5
1986,36,1204.159825,K45,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,36,1970.44335,K45,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,36,218.93815,K45,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,36,656.8144499,K45,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,36,328.407225,K45,DIAPHANOSOMA BIRGEI,5
1986,36,218.93815,K45,LEPTODIAPTOMUS MINUTUS,5
1986,36,875.7525999,K45,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,36,437.8762999,K45,MESOCYCLOPS EDAX,5
1986,36,109.469075,K45,TROPOCYCLOPS PRASINUS PRASINUS,5
1986,36,323.1452807,S15,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,36,107.7150936,S15,CERIODAPHNIA SP.,5
1986,36,2692.877339,S15,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,36,430.8603743,S15,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,36,969.4358422,S15,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,36,430.8603743,S15,HOLOPEDIUM GIBBERUM,5
1986,36,323.1452807,S15,DIAPHANOSOMA BIRGEI,5
1986,36,215.4301872,S15,LEPTODIAPTOMUS MINUTUS,5
1986,36,107.7150936,S15,SKISTODIAPTOMUS OREGONENSIS,5
1986,36,323.1452807,S15,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,36,323.1452807,S15,MESOCYCLOPS EDAX,5
1986,36,107.7150936,S15,TROPOCYCLOPS PRASINUS PRASINUS,5
1986,38,1432.536485,C6,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,38,143.2536485,C6,CERIODAPHNIA SP.,5
1986,38,2578.565673,C6,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,38,143.2536485,C6,DAPHNIA (DAPHNIA) PARVULA,5
1986,38,143.2536485,C6,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,38,1432.536485,C6,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,38,573.014594,C6,DIAPHANOSOMA BIRGEI,5
1986,38,143.2536485,C6,LEPTODIAPTOMUS MINUTUS,5
1986,38,859.5218909,C6,SKISTODIAPTOMUS OREGONENSIS,5
1986,38,859.5218909,C6,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,38,143.2536485,C6,ACANTHOCYCLOPS VERNALIS COMPLEX,5
1986,38,429.7609455,C6,MESOCYCLOPS EDAX,5
1986,38,1108.374384,C9,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,38,123.1527094,C9,CERIODAPHNIA SP.,5
1986,38,123.1527094,C9,CHYDORUS SPHAERICUS,5
1986,38,615.7635468,C9,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,38,492.6108374,C9,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,38,1477.832512,C9,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,38,985.2216749,C9,DIAPHANOSOMA BIRGEI,5
1986,38,123.1527094,C9,DAPHNIA SP.,5
1986,38,492.6108374,C9,SKISTODIAPTOMUS OREGONENSIS,5
1986,38,492.6108374,C9,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,38,123.1527094,C9,ACANTHOCYCLOPS VERNALIS COMPLEX,5
1986,38,123.1527094,C9,MESOCYCLOPS EDAX,5
1986,38,246.3054187,C9,TROPOCYCLOPS PRASINUS PRASINUS,5
1986,38,1793.820977,K42,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,38,2069.793435,K42,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,38,137.986229,K42,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,38,275.9724579,K42,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,38,137.986229,K42,HOLOPEDIUM GIBBERUM,5
1986,38,137.986229,K42,DIAPHANOSOMA BIRGEI,5
1986,38,275.9724579,K42,SKISTODIAPTOMUS OREGONENSIS,5
1986,38,1379.86229,K42,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,38,965.9036028,K42,MESOCYCLOPS EDAX,5
1986,38,137.986229,K42,TROPOCYCLOPS PRASINUS PRASINUS,5
1986,38,492.7234599,K45,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,38,2956.34076,K45,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,38,246.36173,K45,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,38,369.542595,K45,HOLOPEDIUM GIBBERUM,5
1986,38,246.36173,K45,DIAPHANOSOMA BIRGEI,5
1986,38,369.542595,K45,SKISTODIAPTOMUS OREGONENSIS,5
1986,38,862.2660549,K45,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,38,246.36173,K45,MESOCYCLOPS EDAX,5
1986,38,818.0452046,S15,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,38,136.3408674,S15,CHYDORUS SPHAERICUS,5
1986,38,1636.090409,S15,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,38,272.6817349,S15,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,38,409.0226023,S15,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,38,1090.72694,S15,DIAPHANOSOMA BIRGEI,5
1986,38,409.0226023,S15,LEPTODIAPTOMUS MINUTUS,5
1986,38,545.3634698,S15,SKISTODIAPTOMUS OREGONENSIS,5
1986,38,272.6817349,S15,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,38,272.6817349,S15,MESOCYCLOPS EDAX,5
1986,38,136.3408674,S15,TROPOCYCLOPS PRASINUS PRASINUS,5
1986,40,2874.049028,C6,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,40,2366.863905,C6,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,40,1352.49366,C6,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,40,3043.110735,C6,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,40,169.0617075,C6,HOLOPEDIUM GIBBERUM,5
1986,40,507.1851226,C6,DIAPHANOSOMA BIRGEI,5
1986,40,169.0617075,C6,LEPTODIAPTOMUS MINUTUS,5
1986,40,845.3085376,C6,SKISTODIAPTOMUS OREGONENSIS,5
1986,40,2366.863905,C6,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,40,507.1851226,C6,EUCYCLOPS AGILIS,5
1986,40,169.0617075,C6,MESOCYCLOPS EDAX,5
1986,40,169.0617075,C6,TROPOCYCLOPS PRASINUS PRASINUS,5
1986,40,1879.699248,C9,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,40,125.3132832,C9,CHYDORUS SPHAERICUS,5
1986,40,2005.012531,C9,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,40,626.566416,C9,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,40,626.566416,C9,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,40,501.2531328,C9,DIAPHANOSOMA BIRGEI,5
1986,40,1002.506266,C9,SKISTODIAPTOMUS OREGONENSIS,5
1986,40,751.8796992,C9,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,40,125.3132832,C9,MESOCYCLOPS EDAX,5
1986,40,250.6265664,C9,TROPOCYCLOPS PRASINUS PRASINUS,5
1986,40,1270.417423,K42,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,40,90.74410163,K42,CERIODAPHNIA SP.,5
1986,40,907.4410163,K42,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,40,90.74410163,K42,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,40,635.2087114,K42,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,40,90.74410163,K42,DIAPHANOSOMA BIRGEI,5
1986,40,272.2323049,K42,SKISTODIAPTOMUS OREGONENSIS,5
1986,40,1270.417423,K42,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,40,272.2323049,K42,MESOCYCLOPS EDAX,5
1986,40,181.4882033,K42,TROPOCYCLOPS PRASINUS PRASINUS,5
1986,40,1910.455061,K45,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,40,2149.261943,K45,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,40,358.2103239,K45,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,40,716.4206478,K45,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,40,477.6137652,K45,DIAPHANOSOMA BIRGEI,5
1986,40,238.8068826,K45,LEPTODIAPTOMUS MINUTUS,5
1986,40,238.8068826,K45,SKISTODIAPTOMUS OREGONENSIS,5
1986,40,119.4034413,K45,EPISCHURA LACUSTRIS,5
1986,40,119.4034413,K45,EPISCHURA LACUSTRIS COPEPODID,5
1986,40,835.8240891,K45,DIACYCLOPS BICUSPIDATUS THOMASI,5
1986,40,238.8068826,K45,MESOCYCLOPS EDAX,5
1986,40,119.4034413,K45,TROPOCYCLOPS PRASINUS PRASINUS,5
1986,40,673.7835049,S15,BOSMINA (BOSMINA) LONGIROSTRIS,5
1986,40,84.22293812,S15,CERIODAPHNIA SP.,5
1986,40,1179.121134,S15,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,5
1986,40,168.4458762,S15,DAPHNIA (DAPHNIA) RETROCURVA,5
1986,40,421.1146906,S15,EUBOSMINA (EUBOSMINA) COREGONI,5
1986,40,421.1146906,S15,DIAPHANOSOMA BIRGEI,5
1986,40,84.22293812,S15,LEPTODIAPTOMUS MINUTUS,5
1986,40,252.6688144,S15,SKISTODIAPTOMUS OREGONENSIS,5
1986,40,168.4458762,S15,EPISCHURA LACUSTRIS COPEPODID,5
