,Year,Week,Density,Station_ID,Species,station_week
268,1986,34,492.6601034,C6,HOLOPEDIUM GIBBERUM,7
269,1986,34,492.6601034,C6,DIAPHANOSOMA BIRGEI,7
270,1986,34,1724.310362,C6,LEPTODIAPTOMUS MINUTUS,7
271,1986,34,738.9901552,C6,MESOCYCLOPS EDAX,7
16287,1986,34,492.6601034,C6,DAPHNIA (DAPHNIA) PULICARIA,7
272,1986,34,306.1530643,C9,BOSMINA (BOSMINA) LONGIROSTRIS,7
273,1986,34,5663.831689,C9,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,7
274,1986,34,1530.765321,C9,DAPHNIA (DAPHNIA) RETROCURVA,7
275,1986,34,1683.841854,C9,EUBOSMINA (EUBOSMINA) COREGONI,7
276,1986,34,306.1530643,C9,DIAPHANOSOMA BIRGEI,7
277,1986,34,153.0765321,C9,LEPTODIAPTOMUS MINUTUS,7
278,1986,34,153.0765321,C9,SKISTODIAPTOMUS OREGONENSIS,7
279,1986,34,153.0765321,C9,DIACYCLOPS BICUSPIDATUS THOMASI,7
280,1986,34,918.4591929,C9,MESOCYCLOPS EDAX,7
281,1986,34,153.0765321,C9,TROPOCYCLOPS PRASINUS PRASINUS,7
16288,1986,34,918.4591929,C9,DAPHNIA (DAPHNIA) PULICARIA,7
305,1986,34,181.572168,E51,BOSMINA (BOSMINA) LONGIROSTRIS,7
306,1986,34,4902.448537,E51,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,7
307,1986,34,1815.72168,E51,DAPHNIA (DAPHNIA) RETROCURVA,7
308,1986,34,2178.866016,E51,EUBOSMINA (EUBOSMINA) COREGONI,7
309,1986,34,1271.005176,E51,HOLOPEDIUM GIBBERUM,7
310,1986,34,1452.577344,E51,LEPTODIAPTOMUS MINUTUS,7
311,1986,34,544.7165041,E51,SKISTODIAPTOMUS OREGONENSIS,7
312,1986,34,1089.433008,E51,MESOCYCLOPS EDAX,7
313,1986,34,544.7165041,E51,TROPOCYCLOPS PRASINUS PRASINUS,7
16289,1986,34,2542.010353,E51,DAPHNIA (DAPHNIA) PULICARIA,7
282,1986,34,1142.547153,K39,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,7
283,1986,34,228.5094307,K39,DAPHNIA (DAPHNIA) RETROCURVA,7
284,1986,34,114.2547153,K39,SKISTODIAPTOMUS OREGONENSIS,7
285,1986,34,114.2547153,K39,LEPTODIAPTOMUS SICILIS,7
286,1986,34,1142.547153,K39,MESOCYCLOPS EDAX,7
16290,1986,34,228.5094307,K39,DAPHNIA (DAPHNIA) PULICARIA,7
287,1986,34,375.9332543,K42,BOSMINA (BOSMINA) LONGIROSTRIS,7
288,1986,34,125.3110848,K42,CERIODAPHNIA SP.,7
289,1986,34,125.3110848,K42,CHYDORUS SPHAERICUS,7
290,1986,34,2756.843865,K42,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,7
291,1986,34,501.2443391,K42,DAPHNIA (DAPHNIA) RETROCURVA,7
292,1986,34,125.3110848,K42,EUBOSMINA (EUBOSMINA) COREGONI,7
293,1986,34,501.2443391,K42,LEPTODIAPTOMUS MINUTUS,7
294,1986,34,125.3110848,K42,SKISTODIAPTOMUS OREGONENSIS,7
295,1986,34,125.3110848,K42,DIACYCLOPS BICUSPIDATUS THOMASI,7
296,1986,34,751.8665086,K42,MESOCYCLOPS EDAX,7
297,1986,34,250.6221695,K42,TROPOCYCLOPS PRASINUS PRASINUS,7
16291,1986,34,375.9332543,K42,DAPHNIA (DAPHNIA) PULICARIA,7
298,1986,34,1613.309806,K45,BOSMINA (BOSMINA) LONGIROSTRIS,7
299,1986,34,941.0973868,K45,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,7
300,1986,34,268.8849676,K45,DAPHNIA (DAPHNIA) RETROCURVA,7
301,1986,34,403.3274515,K45,EUBOSMINA (EUBOSMINA) COREGONI,7
302,1986,34,268.8849676,K45,SKISTODIAPTOMUS OREGONENSIS,7
303,1986,34,537.7699353,K45,DIACYCLOPS BICUSPIDATUS THOMASI,7
304,1986,34,134.4424838,K45,MESOCYCLOPS EDAX,7
16292,1986,34,537.7699353,K45,DAPHNIA (DAPHNIA) PULICARIA,7
314,1986,34,1032.213313,S15,BOSMINA (BOSMINA) LONGIROSTRIS,7
315,1986,34,3303.082602,S15,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,7
316,1986,34,206.4426626,S15,DAPHNIA (DAPHNIA) RETROCURVA,7
317,1986,34,928.9919818,S15,EUBOSMINA (EUBOSMINA) COREGONI,7
318,1986,34,103.2213313,S15,HOLOPEDIUM GIBBERUM,7
319,1986,34,206.4426626,S15,DIAPHANOSOMA BIRGEI,7
320,1986,34,619.3279878,S15,LEPTODIAPTOMUS MINUTUS,7
321,1986,34,103.2213313,S15,EPISCHURA LACUSTRIS,7
322,1986,34,619.3279878,S15,MESOCYCLOPS EDAX,7
16293,1986,34,1445.098638,S15,DAPHNIA (DAPHNIA) PULICARIA,7
323,1986,36,369.4950776,C6,BOSMINA (BOSMINA) LONGIROSTRIS,7
324,1986,36,10345.86217,C6,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,7
325,1986,36,2401.718004,C6,DAPHNIA (DAPHNIA) RETROCURVA,7
326,1986,36,2401.718004,C6,EUBOSMINA (EUBOSMINA) COREGONI,7
327,1986,36,738.9901552,C6,HOLOPEDIUM GIBBERUM,7
328,1986,36,1847.475388,C6,DIAPHANOSOMA BIRGEI,7
329,1986,36,554.2426164,C6,LEPTODIAPTOMUS MINUTUS,7
330,1986,36,1108.485233,C6,SKISTODIAPTOMUS OREGONENSIS,7
331,1986,36,554.2426164,C6,DIACYCLOPS BICUSPIDATUS THOMASI,7
332,1986,36,184.7475388,C6,ACANTHOCYCLOPS VERNALIS COMPLEX,7
333,1986,36,1293.232772,C6,MESOCYCLOPS EDAX,7
334,1986,36,184.7475388,C6,TROPOCYCLOPS PRASINUS PRASINUS,7
16294,1986,36,554.2426164,C6,DAPHNIA (DAPHNIA) PULICARIA,7
335,1986,36,358.3443345,C9,BOSMINA (BOSMINA) LONGIROSTRIS,7
336,1986,36,11287.84654,C9,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,7
337,1986,36,1433.377338,C9,DAPHNIA (DAPHNIA) RETROCURVA,7
338,1986,36,1970.89384,C9,EUBOSMINA (EUBOSMINA) COREGONI,7
339,1986,36,358.3443345,C9,HOLOPEDIUM GIBBERUM,7
340,1986,36,537.5165018,C9,DIAPHANOSOMA BIRGEI,7
341,1986,36,358.3443345,C9,LEPTODIAPTOMUS MINUTUS,7
342,1986,36,179.1721673,C9,SKISTODIAPTOMUS OREGONENSIS,7
343,1986,36,179.1721673,C9,EPISCHURA LACUSTRIS,7
344,1986,36,358.3443345,C9,DIACYCLOPS BICUSPIDATUS THOMASI,7
345,1986,36,358.3443345,C9,MESOCYCLOPS EDAX,7
16295,1986,36,537.5165018,C9,DAPHNIA (DAPHNIA) PULICARIA,7
370,1986,36,122.1374046,E51,BOSMINA (BOSMINA) LONGIROSTRIS,7
371,1986,36,5007.633588,E51,DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE,7
372,1986,36,610.6870229,E51,DAPHNIA (DAPHNIA) RETROCURVA,7
373,1986,36,977.0992366,E51,EUBOSMINA (EUBOSMINA) COREGONI,7
374,1986,36,244.2748092,E51,HOLOPEDIUM GIBBERUM,7
375,1986,36,366.4122137,E51,DIAPHANOSOMA BIRGEI,7
376,1986,36,854.9618321,E51,LEPTODIAPTOMUS MINUTUS,7
377,1986,36,366.4122137,E51,SKISTODIAPTOMUS OREGONENSIS,7
378,1986,36,122.1374046,E51,EPISCHURA LACUSTRIS,7
379,1986,36,122.1374046,E51,DIACYCLOPS BICUSPIDATUS THOMASI,7
